Yaş,İşten Ayrılma,İş Seyahati,Günlük Ücret,Departman,Evden Uzaklık,Eğitim Seviyesi,Eğitim Alanı,Çalışan Sayısı,Sicil No,Çevresel Memnuniyet,Cinsiyet,Saat Ücreti,İşe Katılım,İş Seviyesi,İş Rolü,İş Memnuniyeti,Medeni Durum,Aylık Gelir,Aylık Ücret,Daha Önce Çalışılan İşyeri Sayısı,Fazla Mesai,Ücret Artış Yüzdesi,Performans Skoru,İş Arkadaşlarından  Memnuniyeti,Standart Çalışma Saati,Hisse Seçeneği Seviyesi,Kıdem,Geçen Yıl Katılınan Eğitim Sayısı,İş-Yaşam Dengesi Skoru,Şirketteki Kıdemi,Mevcut Pozisyonda Geçen Yıl,Son Terfiden Bu Yana Geçen Yıl,Mevcut Yöneticiyle Geçen Yıl
57,Hayır,Seyrek Seyahat,210,Satış,29,3,Pazarlama,1,568,1,Erkek,56,2,4,Yönetici,4,Boşanmış,14118,22102,3,Hayır,12,3,3,80,1,32,3,2,1,0,0,0
50,Hayır,Seyrek Seyahat,1099,Araştırma ve Geliştirme,29,4,Fen Bilimleri,1,569,2,Erkek,88,2,4,Yönetici,3,Evli,17046,9314,0,Hayır,15,3,2,80,1,28,2,3,27,10,15,7
30,Hayır,Seyahat Etmez,1116,Araştırma ve Geliştirme,2,3,Tıp,1,571,3,Kadın,49,3,1,Laboratuvar Teknikeri,4,Bekar,2564,7181,0,Hayır,14,3,3,80,0,12,2,2,11,7,6,7
60,Hayır,Sık Seyahat,1499,Satış,28,3,Pazarlama,1,573,3,Kadın,80,2,3,Satış Yöneticisi,1,Evli,10266,2845,4,Hayır,19,3,4,80,0,22,5,4,18,13,13,11
47,Hayır,Seyrek Seyahat,983,Araştırma ve Geliştirme,2,2,Tıp,1,574,1,Kadın,65,3,2,Üretim Direktörü,4,Boşanmış,5070,7389,5,Hayır,13,3,3,80,3,20,2,3,5,0,0,4
46,Hayır,Seyrek Seyahat,1009,Araştırma ve Geliştirme,2,3,Fen Bilimleri,1,575,1,Erkek,51,3,4,Araştırma Direktörü,3,Evli,17861,2288,6,Hayır,13,3,3,80,0,26,2,1,3,2,0,1
35,Hayır,Seyrek Seyahat,144,Araştırma ve Geliştirme,22,3,Fen Bilimleri,1,577,4,Erkek,46,1,1,Laboratuvar Teknikeri,3,Bekar,4230,19225,0,Hayır,15,3,3,80,0,6,2,3,5,4,4,3
54,Hayır,Seyrek Seyahat,548,Araştırma ve Geliştirme,8,4,Fen Bilimleri,1,578,3,Kadın,42,3,2,Laboratuvar Teknikeri,3,Bekar,3780,23428,7,Hayır,11,3,3,80,0,19,3,3,1,0,0,0
34,Hayır,Seyrek Seyahat,1303,Araştırma ve Geliştirme,2,4,Fen Bilimleri,1,579,4,Erkek,62,2,1,Araştırma Bilimcisi,3,Boşanmış,2768,8416,3,Hayır,12,3,3,80,1,14,3,3,7,3,5,7
46,Hayır,Seyrek Seyahat,1125,Satış,10,3,Pazarlama,1,580,3,Kadın,94,2,3,Satış Yöneticisi,4,Evli,9071,11563,2,Evet,19,3,3,80,1,15,3,3,3,2,1,2
31,Hayır,Seyrek Seyahat,1274,Araştırma ve Geliştirme,9,1,Fen Bilimleri,1,581,3,Erkek,33,3,3,Üretim Direktörü,2,Boşanmış,10648,14394,1,Hayır,25,4,4,80,1,13,6,4,13,8,0,8
33,Evet,Seyrek Seyahat,1277,Araştırma ve Geliştirme,15,1,Tıp,1,582,2,Erkek,56,3,3,Yönetici,3,Evli,13610,24619,7,Evet,12,3,4,80,0,15,2,4,7,6,7,7
33,Evet,Seyrek Seyahat,587,Araştırma ve Geliştirme,10,1,Tıp,1,584,1,Erkek,38,1,1,Laboratuvar Teknikeri,4,Boşanmış,3408,6705,7,Hayır,13,3,1,80,3,8,2,3,4,3,1,3
30,Hayır,Seyrek Seyahat,413,Satış,7,1,Pazarlama,1,585,4,Erkek,57,3,1,Satış Temsilcisi,2,Bekar,2983,18398,0,Hayır,14,3,1,80,0,4,3,3,3,2,1,2
35,Hayır,Seyrek Seyahat,1276,Araştırma ve Geliştirme,16,3,Fen Bilimleri,1,586,4,Erkek,72,3,3,Sağlık Temsilcisi,3,Evli,7632,14295,4,Evet,12,3,3,80,0,10,2,3,8,7,0,0
31,Evet,Sık Seyahat,534,Araştırma ve Geliştirme,20,3,Fen Bilimleri,1,587,1,Erkek,66,3,3,Sağlık Temsilcisi,3,Evli,9824,22908,3,Hayır,12,3,1,80,0,12,2,3,1,0,0,0
34,Evet,Sık Seyahat,988,İnsan Kaynakları,23,3,İnsan Kaynakları,1,590,2,Kadın,43,3,3,İnsan Kaynakları,1,Boşanmış,9950,11533,9,Evet,15,3,3,80,3,11,2,3,3,2,0,2
42,Hayır,Sık Seyahat,1474,Araştırma ve Geliştirme,5,2,Diğer,1,591,2,Erkek,97,3,1,Laboratuvar Teknikeri,3,Evli,2093,9260,4,Hayır,17,3,4,80,1,8,4,3,2,2,2,0
36,Hayır,Seyahat Etmez,635,Satış,10,4,Tıp,1,592,2,Erkek,32,3,3,Satış Yöneticisi,4,Bekar,9980,15318,1,Hayır,14,3,4,80,0,10,3,2,10,3,9,7
22,Evet,Sık Seyahat,1368,Araştırma ve Geliştirme,4,1,Mühendislik,1,593,3,Erkek,99,2,1,Laboratuvar Teknikeri,3,Bekar,3894,9129,5,Hayır,16,3,3,80,0,4,3,3,2,2,1,2
48,Hayır,Seyrek Seyahat,163,Satış,2,5,Pazarlama,1,595,2,Kadın,37,3,2,Satış Yöneticisi,4,Evli,4051,19658,2,Hayır,14,3,1,80,1,14,2,3,9,7,6,7
55,Hayır,Seyrek Seyahat,1117,Satış,18,5,Fen Bilimleri,1,597,1,Kadın,83,3,4,Yönetici,2,Bekar,16835,9873,3,Hayır,23,4,4,80,0,37,2,3,10,9,7,7
41,Hayır,Seyahat Etmez,267,Satış,10,2,Fen Bilimleri,1,599,4,Erkek,56,3,2,Satış Yöneticisi,4,Bekar,6230,13430,7,Hayır,14,3,4,80,0,16,3,3,14,3,1,10
35,Hayır,Seyrek Seyahat,619,Satış,1,3,Pazarlama,1,600,2,Erkek,85,3,2,Satış Yöneticisi,3,Evli,4717,18659,9,Hayır,11,3,3,80,0,15,2,3,11,9,6,9
40,Hayır,Seyrek Seyahat,302,Araştırma ve Geliştirme,6,3,Fen Bilimleri,1,601,2,Kadın,75,3,4,Üretim Direktörü,3,Bekar,13237,20364,7,Hayır,15,3,3,80,0,22,3,3,20,6,5,13
39,Hayır,Sık Seyahat,443,Araştırma ve Geliştirme,8,1,Fen Bilimleri,1,602,3,Kadın,48,3,1,Laboratuvar Teknikeri,3,Evli,3755,17872,1,Hayır,11,3,1,80,1,8,3,3,8,3,0,7
31,Hayır,Seyrek Seyahat,828,Satış,2,1,Fen Bilimleri,1,604,2,Erkek,77,3,2,Satış Yöneticisi,4,Bekar,6582,8346,4,Evet,13,3,3,80,0,10,2,4,6,5,0,5
42,Hayır,Seyrek Seyahat,319,Araştırma ve Geliştirme,24,3,Tıp,1,605,4,Erkek,56,3,3,Üretim Direktörü,1,Evli,7406,6950,1,Evet,21,4,4,80,1,10,5,2,10,9,5,8
45,Hayır,Seyrek Seyahat,561,Satış,2,3,Diğer,1,606,4,Erkek,61,3,2,Satış Yöneticisi,2,Evli,4805,16177,0,Hayır,19,3,2,80,1,9,3,4,8,7,3,7
26,Evet,Sık Seyahat,426,İnsan Kaynakları,17,4,Fen Bilimleri,1,608,2,Kadın,58,3,1,İnsan Kaynakları,3,Boşanmış,2741,22808,0,Evet,11,3,2,80,1,8,2,2,7,7,1,0
29,Hayır,Seyrek Seyahat,232,Araştırma ve Geliştirme,19,3,Mühendislik,1,611,4,Erkek,34,3,2,Üretim Direktörü,4,Boşanmış,4262,22645,4,Hayır,12,3,2,80,2,8,2,4,3,2,1,2
33,Hayır,Seyrek Seyahat,922,Araştırma ve Geliştirme,1,5,Tıp,1,612,1,Kadın,95,4,4,Araştırma Direktörü,3,Boşanmış,16184,22578,4,Hayır,19,3,3,80,1,10,2,3,6,1,0,5
31,Hayır,Seyrek Seyahat,688,Satış,7,3,Fen Bilimleri,1,613,3,Erkek,44,2,3,Yönetici,4,Boşanmış,11557,25291,9,Hayır,21,4,3,80,1,10,3,2,5,4,0,1
18,Evet,Sık Seyahat,1306,Satış,5,3,Pazarlama,1,614,2,Erkek,69,3,1,Satış Temsilcisi,2,Bekar,1878,8059,1,Evet,14,3,4,80,0,0,3,3,0,0,0,0
40,Hayır,Seyahat Etmez,1094,Satış,28,3,Diğer,1,615,3,Erkek,58,1,3,Satış Yöneticisi,1,Boşanmış,10932,11373,3,Hayır,15,3,3,80,1,20,2,3,1,0,0,1
41,Hayır,Seyahat Etmez,509,Araştırma ve Geliştirme,2,4,Diğer,1,616,1,Kadın,62,2,2,Sağlık Temsilcisi,3,Bekar,6811,2112,2,Evet,17,3,1,80,0,10,3,3,8,7,0,7
26,Hayır,Seyrek Seyahat,775,Satış,29,2,Tıp,1,618,1,Erkek,45,3,2,Satış Yöneticisi,3,Boşanmış,4306,4267,5,Hayır,12,3,1,80,2,8,5,3,0,0,0,0
35,Hayır,Seyrek Seyahat,195,Satış,1,3,Tıp,1,620,1,Kadın,80,3,2,Satış Yöneticisi,3,Bekar,4859,6698,1,Hayır,16,3,4,80,0,5,3,3,5,4,0,3
34,Hayır,Seyrek Seyahat,258,Satış,21,4,Fen Bilimleri,1,621,4,Erkek,74,4,2,Satış Yöneticisi,4,Bekar,5337,19921,1,Hayır,12,3,4,80,0,10,3,3,10,7,5,7
26,Evet,Seyrek Seyahat,471,Araştırma ve Geliştirme,24,3,Mühendislik,1,622,3,Erkek,66,1,1,Laboratuvar Teknikeri,4,Bekar,2340,23213,1,Evet,18,3,2,80,0,1,3,1,1,0,0,0
37,Hayır,Seyrek Seyahat,799,Araştırma ve Geliştirme,1,3,Mühendislik,1,623,2,Kadın,59,3,3,Üretim Direktörü,4,Bekar,7491,23848,4,Hayır,17,3,4,80,0,12,3,4,6,5,1,2
46,Hayır,Sık Seyahat,1034,Araştırma ve Geliştirme,18,1,Tıp,1,624,1,Kadın,86,3,3,Sağlık Temsilcisi,3,Evli,10527,8984,5,Hayır,11,3,4,80,0,28,3,2,2,2,1,2
41,Hayır,Seyrek Seyahat,1276,Satış,2,5,Fen Bilimleri,1,625,2,Kadın,91,3,4,Yönetici,1,Evli,16595,5626,7,Hayır,16,3,2,80,1,22,2,3,18,16,11,8
37,Hayır,Seyahat Etmez,142,Satış,9,4,Tıp,1,626,1,Erkek,69,3,3,Satış Yöneticisi,2,Boşanmış,8834,24666,1,Hayır,13,3,4,80,1,9,6,3,9,5,7,7
52,Hayır,Seyrek Seyahat,956,Araştırma ve Geliştirme,6,2,Mühendislik,1,630,4,Erkek,78,3,2,Araştırma Bilimcisi,1,Boşanmış,5577,22087,3,Evet,12,3,2,80,2,18,3,3,10,9,6,9
32,Evet,Seyahat Etmez,1474,Satış,11,4,Diğer,1,631,4,Erkek,60,4,2,Satış Yöneticisi,3,Evli,4707,23914,8,Hayır,12,3,4,80,0,6,2,3,4,2,1,2
24,Hayır,Sık Seyahat,535,Satış,24,3,Tıp,1,632,4,Erkek,38,3,1,Satış Temsilcisi,4,Evli,2400,5530,0,Hayır,13,3,3,80,2,3,3,3,2,2,2,1
38,Hayır,Seyrek Seyahat,1495,Araştırma ve Geliştirme,10,3,Tıp,1,634,3,Kadın,76,3,2,Sağlık Temsilcisi,3,Evli,9824,22174,3,Hayır,19,3,3,80,1,18,4,3,1,0,0,0
37,Hayır,Seyrek Seyahat,446,Araştırma ve Geliştirme,1,4,Fen Bilimleri,1,635,2,Kadın,65,3,2,Üretim Direktörü,2,Evli,6447,15701,6,Hayır,12,3,2,80,1,8,2,2,6,5,4,3
49,Hayır,Seyrek Seyahat,1245,Araştırma ve Geliştirme,18,4,Fen Bilimleri,1,638,4,Erkek,58,2,5,Araştırma Direktörü,3,Boşanmış,19502,2125,1,Evet,17,3,3,80,1,31,5,3,31,9,0,9
24,Hayır,Seyrek Seyahat,691,Araştırma ve Geliştirme,23,3,Tıp,1,639,2,Erkek,89,4,1,Araştırma Bilimcisi,4,Evli,2725,21630,1,Evet,11,3,2,80,2,6,3,3,6,5,1,4
26,Hayır,Seyrek Seyahat,703,Satış,28,2,Pazarlama,1,641,1,Erkek,66,3,2,Satış Yöneticisi,2,Evli,6272,7428,1,Hayır,20,4,4,80,2,6,5,4,5,3,1,4
24,Hayır,Seyrek Seyahat,823,Araştırma ve Geliştirme,17,2,Diğer,1,643,4,Erkek,94,2,1,Laboratuvar Teknikeri,2,Evli,2127,9100,1,Hayır,21,4,4,80,1,1,2,3,1,0,0,0
50,Hayır,Sık Seyahat,1246,İnsan Kaynakları,3,3,Tıp,1,644,1,Erkek,99,3,5,Yönetici,2,Evli,18200,7999,1,Hayır,11,3,3,80,1,32,2,3,32,5,10,7
25,Hayır,Seyrek Seyahat,622,Satış,13,1,Tıp,1,645,2,Erkek,40,3,1,Satış Temsilcisi,3,Evli,2096,26376,1,Hayır,11,3,3,80,0,7,1,3,7,4,0,6
24,Evet,Sık Seyahat,1287,Araştırma ve Geliştirme,7,3,Fen Bilimleri,1,647,1,Kadın,55,3,1,Laboratuvar Teknikeri,3,Evli,2886,14168,1,Evet,16,3,4,80,1,6,4,3,6,3,1,2
30,Evet,Sık Seyahat,448,Satış,12,4,Fen Bilimleri,1,648,2,Erkek,74,2,1,Satış Temsilcisi,1,Evli,2033,14470,1,Hayır,18,3,3,80,1,1,2,4,1,0,0,0
34,Hayır,Seyrek Seyahat,254,Araştırma ve Geliştirme,1,2,Fen Bilimleri,1,649,2,Erkek,83,2,1,Araştırma Bilimcisi,4,Evli,3622,22794,1,Evet,13,3,4,80,1,6,3,3,6,5,1,3
31,Evet,Seyrek Seyahat,1365,Satış,13,4,Tıp,1,650,2,Erkek,46,3,2,Satış Yöneticisi,1,Boşanmış,4233,11512,2,Hayır,17,3,3,80,0,9,2,1,3,1,1,2
35,Hayır,Seyrek Seyahat,538,Araştırma ve Geliştirme,25,2,Diğer,1,652,1,Erkek,54,2,2,Laboratuvar Teknikeri,4,Bekar,3681,14004,4,Hayır,14,3,4,80,0,9,3,3,3,2,0,2
31,Hayır,Seyrek Seyahat,525,Satış,6,4,Tıp,1,653,1,Erkek,66,4,2,Satış Yöneticisi,4,Boşanmış,5460,6219,4,Hayır,22,4,4,80,2,13,4,4,7,7,5,7
27,Hayır,Seyrek Seyahat,798,Araştırma ve Geliştirme,6,4,Tıp,1,655,1,Kadın,66,2,1,Araştırma Bilimcisi,3,Boşanmış,2187,5013,0,Hayır,12,3,3,80,2,6,5,2,5,3,0,3
37,Hayır,Seyrek Seyahat,558,Satış,2,3,Pazarlama,1,656,4,Erkek,75,3,2,Satış Yöneticisi,3,Evli,9602,3010,4,Evet,11,3,3,80,1,17,3,2,3,0,1,0
20,Hayır,Seyrek Seyahat,959,Araştırma ve Geliştirme,1,3,Fen Bilimleri,1,657,4,Kadın,83,2,1,Araştırma Bilimcisi,2,Bekar,2836,11757,1,Hayır,13,3,4,80,0,1,0,4,1,0,0,0
42,Hayır,Seyrek Seyahat,622,Araştırma ve Geliştirme,2,4,Fen Bilimleri,1,659,3,Kadın,81,3,2,Sağlık Temsilcisi,4,Evli,4089,5718,1,Hayır,13,3,2,80,2,10,4,3,10,2,2,2
43,Hayır,Seyrek Seyahat,782,Araştırma ve Geliştirme,6,4,Diğer,1,661,2,Erkek,50,2,4,Araştırma Direktörü,4,Boşanmış,16627,2671,4,Evet,14,3,3,80,1,21,3,2,1,0,0,0
38,Hayır,Seyrek Seyahat,362,Araştırma ve Geliştirme,1,1,Fen Bilimleri,1,662,3,Kadın,43,3,1,Araştırma Bilimcisi,1,Bekar,2619,14561,3,Hayır,17,3,4,80,0,8,3,2,0,0,0,0
43,Hayır,Sık Seyahat,1001,Araştırma ve Geliştirme,9,5,Tıp,1,663,4,Erkek,72,3,2,Laboratuvar Teknikeri,3,Boşanmış,5679,19627,3,Evet,13,3,2,80,1,10,3,3,8,7,4,7
48,Hayır,Seyrek Seyahat,1236,Araştırma ve Geliştirme,1,4,Fen Bilimleri,1,664,4,Kadın,40,2,4,Yönetici,1,Evli,15402,17997,7,Hayır,11,3,1,80,1,21,3,1,3,2,0,2
44,Hayır,Seyrek Seyahat,1112,İnsan Kaynakları,1,4,Fen Bilimleri,1,665,1,Kadın,50,2,2,İnsan Kaynakları,3,Bekar,5985,26894,4,Hayır,11,3,2,80,0,10,1,4,2,2,0,2
34,Hayır,Seyrek Seyahat,204,Satış,14,3,Mühendislik,1,666,3,Kadın,31,3,1,Satış Temsilcisi,3,Boşanmış,2579,2912,1,Evet,18,3,4,80,2,8,3,3,8,2,0,6
27,Evet,Seyrek Seyahat,1420,Satış,2,1,Pazarlama,1,667,3,Erkek,85,3,1,Satış Temsilcisi,1,Boşanmış,3041,16346,0,Hayır,11,3,2,80,1,5,3,3,4,3,0,2
21,Hayır,Seyrek Seyahat,1343,Satış,22,1,Mühendislik,1,669,3,Erkek,49,3,1,Satış Temsilcisi,3,Bekar,3447,24444,1,Hayır,11,3,3,80,0,3,2,3,3,2,1,2
44,Hayır,Seyrek Seyahat,1315,Araştırma ve Geliştirme,3,4,Diğer,1,671,4,Erkek,35,3,5,Yönetici,4,Evli,19513,9358,4,Evet,12,3,1,80,1,26,2,4,2,2,0,1
22,Hayır,Seyrek Seyahat,604,Araştırma ve Geliştirme,6,1,Tıp,1,675,1,Erkek,69,3,1,Araştırma Bilimcisi,3,Evli,2773,12145,0,Hayır,20,4,4,80,0,3,3,3,2,2,2,2
33,Hayır,Seyrek Seyahat,1216,Satış,8,4,Pazarlama,1,677,3,Erkek,39,3,2,Satış Yöneticisi,3,Boşanmış,7104,20431,0,Hayır,12,3,4,80,0,6,3,3,5,0,1,2
32,Hayır,Seyrek Seyahat,646,Araştırma ve Geliştirme,9,4,Fen Bilimleri,1,679,1,Kadın,92,3,2,Araştırma Bilimcisi,4,Evli,6322,18089,1,Evet,12,3,4,80,1,6,2,2,6,4,0,5
30,Hayır,Sık Seyahat,160,Araştırma ve Geliştirme,3,3,Tıp,1,680,3,Kadın,71,3,1,Araştırma Bilimcisi,3,Boşanmış,2083,22653,1,Hayır,20,4,3,80,1,1,2,3,1,0,0,0
53,Hayır,Seyrek Seyahat,238,Satış,1,1,Tıp,1,682,4,Kadın,34,3,2,Satış Yöneticisi,1,Bekar,8381,7507,7,Hayır,20,4,4,80,0,18,2,4,14,7,8,10
34,Hayır,Seyrek Seyahat,1397,Araştırma ve Geliştirme,1,5,Fen Bilimleri,1,683,2,Erkek,42,3,1,Araştırma Bilimcisi,4,Evli,2691,7660,1,Hayır,12,3,4,80,1,10,4,2,10,9,8,8
45,Evet,Sık Seyahat,306,Satış,26,4,Fen Bilimleri,1,684,1,Kadın,100,3,2,Satış Yöneticisi,1,Evli,4286,5630,2,Hayır,14,3,4,80,2,5,4,3,1,1,0,0
26,Hayır,Seyrek Seyahat,991,Araştırma ve Geliştirme,6,3,Fen Bilimleri,1,686,3,Kadın,71,3,1,Laboratuvar Teknikeri,4,Evli,2659,17759,1,Evet,13,3,3,80,1,3,2,3,3,2,0,2
37,Hayır,Seyrek Seyahat,482,Araştırma ve Geliştirme,3,3,Diğer,1,689,3,Erkek,36,3,3,Üretim Direktörü,3,Evli,9434,9606,1,Hayır,15,3,3,80,1,10,2,3,10,7,7,8
29,Hayır,Seyrek Seyahat,1176,Satış,3,2,Tıp,1,690,2,Kadın,62,3,2,Satış Yöneticisi,3,Evli,5561,3487,1,Hayır,14,3,1,80,1,6,5,2,6,0,1,2
35,Hayır,Seyrek Seyahat,1017,Araştırma ve Geliştirme,6,4,Fen Bilimleri,1,691,2,Erkek,82,1,2,Araştırma Bilimcisi,4,Bekar,6646,19368,1,Hayır,13,3,2,80,0,17,3,3,17,11,11,8
33,Hayır,Sık Seyahat,1296,Araştırma ve Geliştirme,6,3,Fen Bilimleri,1,692,3,Erkek,30,3,2,Sağlık Temsilcisi,4,Boşanmış,7725,5335,3,Hayır,23,4,3,80,1,15,2,1,13,11,4,7
54,Hayır,Seyrek Seyahat,397,İnsan Kaynakları,19,4,Tıp,1,698,3,Erkek,88,3,3,İnsan Kaynakları,2,Evli,10725,6729,2,Hayır,15,3,3,80,1,16,1,4,9,7,7,1
36,Hayır,Seyrek Seyahat,913,Araştırma ve Geliştirme,9,2,Tıp,1,699,2,Erkek,48,2,2,Üretim Direktörü,2,Boşanmış,8847,13934,2,Evet,11,3,3,80,1,13,2,3,3,2,0,2
27,Hayır,Seyrek Seyahat,1115,Araştırma ve Geliştirme,3,4,Tıp,1,700,1,Erkek,54,2,1,Araştırma Bilimcisi,4,Bekar,2045,15174,0,Hayır,13,3,4,80,0,5,0,3,4,2,1,1
20,Evet,Seyrek Seyahat,1362,Araştırma ve Geliştirme,10,1,Tıp,1,701,4,Erkek,32,3,1,Araştırma Bilimcisi,3,Bekar,1009,26999,1,Evet,11,3,4,80,0,1,5,3,1,0,1,1
33,Evet,Sık Seyahat,1076,Araştırma ve Geliştirme,3,3,Fen Bilimleri,1,702,1,Erkek,70,3,1,Araştırma Bilimcisi,1,Bekar,3348,3164,1,Evet,11,3,1,80,0,10,3,3,10,8,9,7
35,Hayır,Seyahat Etmez,727,Araştırma ve Geliştirme,3,3,Fen Bilimleri,1,704,3,Erkek,41,2,1,Laboratuvar Teknikeri,3,Evli,1281,16900,1,Hayır,18,3,3,80,2,1,3,3,1,0,0,0
23,Hayır,Seyrek Seyahat,885,Araştırma ve Geliştirme,4,3,Tıp,1,705,1,Erkek,58,4,1,Araştırma Bilimcisi,1,Evli,2819,8544,2,Hayır,16,3,1,80,1,5,3,4,3,2,0,2
25,Hayır,Seyrek Seyahat,810,Satış,8,3,Fen Bilimleri,1,707,4,Erkek,57,4,2,Satış Yöneticisi,2,Evli,4851,15678,0,Hayır,22,4,3,80,1,4,4,3,3,2,1,2
38,Hayır,Seyrek Seyahat,243,Satış,7,4,Pazarlama,1,709,4,Kadın,46,2,2,Satış Yöneticisi,4,Bekar,4028,7791,0,Hayır,20,4,1,80,0,8,2,3,7,7,0,5
29,Hayır,Sık Seyahat,806,Araştırma ve Geliştirme,1,4,Fen Bilimleri,1,710,2,Erkek,76,1,1,Araştırma Bilimcisi,4,Boşanmış,2720,18959,1,Hayır,18,3,4,80,1,10,5,3,10,7,2,8
48,Hayır,Seyrek Seyahat,817,Satış,2,1,Pazarlama,1,712,2,Erkek,56,4,2,Satış Yöneticisi,2,Evli,8120,18597,3,Hayır,12,3,4,80,0,12,3,3,2,2,2,2
27,Hayır,Sık Seyahat,1410,Satış,3,1,Tıp,1,714,4,Kadın,71,4,2,Satış Yöneticisi,4,Boşanmış,4647,16673,1,Evet,20,4,2,80,2,6,3,3,6,5,0,4
37,Hayır,Seyrek Seyahat,1225,Araştırma ve Geliştirme,10,2,Fen Bilimleri,1,715,4,Erkek,80,4,1,Araştırma Bilimcisi,4,Bekar,4680,15232,3,Hayır,17,3,1,80,0,4,2,3,1,0,0,0
50,Hayır,Seyrek Seyahat,1207,Araştırma ve Geliştirme,28,1,Tıp,1,716,4,Erkek,74,4,1,Laboratuvar Teknikeri,3,Evli,3221,3297,1,Evet,11,3,3,80,3,20,3,3,20,8,3,8
34,Hayır,Seyrek Seyahat,1442,Araştırma ve Geliştirme,9,3,Tıp,1,717,4,Kadın,46,2,3,Sağlık Temsilcisi,2,Bekar,8621,17654,1,Hayır,14,3,2,80,0,9,3,4,8,7,7,7
24,Evet,Seyrek Seyahat,693,Satış,3,2,Fen Bilimleri,1,720,1,Kadın,65,3,2,Satış Yöneticisi,3,Bekar,4577,24785,9,Hayır,14,3,1,80,0,4,3,3,2,2,2,0
39,Hayır,Seyrek Seyahat,408,Araştırma ve Geliştirme,2,4,Mühendislik,1,721,4,Kadın,80,2,2,Sağlık Temsilcisi,3,Bekar,4553,20978,1,Hayır,11,3,1,80,0,20,4,3,20,7,11,10
32,Hayır,Seyrek Seyahat,929,Satış,10,3,Pazarlama,1,722,4,Erkek,55,3,2,Satış Yöneticisi,4,Bekar,5396,21703,1,Hayır,12,3,4,80,0,10,2,2,10,7,0,8
50,Evet,Sık Seyahat,562,Satış,8,2,Mühendislik,1,723,2,Erkek,50,3,2,Satış Yöneticisi,3,Evli,6796,23452,3,Evet,14,3,1,80,1,18,4,3,4,3,1,3
38,Hayır,Seyrek Seyahat,827,Araştırma ve Geliştirme,1,4,Fen Bilimleri,1,724,2,Kadın,33,4,2,Sağlık Temsilcisi,4,Bekar,7625,19383,0,Hayır,13,3,3,80,0,10,4,2,9,7,1,8
27,Hayır,Seyrek Seyahat,608,Araştırma ve Geliştirme,1,2,Fen Bilimleri,1,725,3,Kadın,68,3,3,Üretim Direktörü,1,Evli,7412,6009,1,Hayır,11,3,4,80,0,9,3,3,9,7,0,7
32,Hayır,Seyrek Seyahat,1018,Araştırma ve Geliştirme,3,2,Fen Bilimleri,1,727,3,Kadın,39,3,3,Araştırma Direktörü,4,Bekar,11159,19373,3,Hayır,15,3,4,80,0,10,6,3,7,7,7,7
47,Hayır,Seyrek Seyahat,703,Satış,14,4,Pazarlama,1,728,4,Erkek,42,3,2,Satış Yöneticisi,1,Bekar,4960,11825,2,Hayır,12,3,4,80,0,20,2,3,7,7,1,7
40,Hayır,Sık Seyahat,580,Satış,5,4,Fen Bilimleri,1,729,4,Erkek,48,2,3,Satış Yöneticisi,1,Evli,10475,23772,5,Evet,21,4,3,80,1,20,2,3,18,13,1,12
53,Hayır,Seyrek Seyahat,970,Araştırma ve Geliştirme,7,3,Fen Bilimleri,1,730,3,Erkek,59,4,4,Araştırma Direktörü,3,Evli,14814,13514,3,Hayır,19,3,3,80,0,32,3,3,5,1,1,3
41,Hayır,Seyrek Seyahat,427,İnsan Kaynakları,10,4,İnsan Kaynakları,1,731,2,Erkek,73,2,5,Yönetici,4,Boşanmış,19141,8861,3,Hayır,15,3,2,80,3,23,2,2,21,6,12,6
60,Hayır,Seyrek Seyahat,1179,Satış,16,4,Pazarlama,1,732,1,Erkek,84,3,2,Satış Yöneticisi,1,Bekar,5405,11924,8,Hayır,14,3,4,80,0,10,1,3,2,2,2,2
27,Hayır,Sık Seyahat,294,Araştırma ve Geliştirme,10,2,Fen Bilimleri,1,733,4,Erkek,32,3,3,Üretim Direktörü,1,Boşanmış,8793,4809,1,Hayır,21,4,3,80,2,9,4,2,9,7,1,7
41,Hayır,Seyrek Seyahat,314,İnsan Kaynakları,1,3,İnsan Kaynakları,1,734,4,Erkek,59,2,5,Yönetici,3,Evli,19189,19562,1,Hayır,12,3,2,80,1,22,3,3,22,7,2,10
50,Hayır,Seyrek Seyahat,316,Satış,8,4,Pazarlama,1,738,4,Erkek,54,3,1,Satış Temsilcisi,2,Evli,3875,9983,7,Hayır,15,3,4,80,1,4,2,3,2,2,2,2
28,Evet,Seyrek Seyahat,654,Araştırma ve Geliştirme,1,2,Fen Bilimleri,1,741,1,Kadın,67,1,1,Araştırma Bilimcisi,2,Bekar,2216,3872,7,Evet,13,3,4,80,0,10,4,3,7,7,3,7
36,Hayır,Seyahat Etmez,427,Araştırma ve Geliştirme,8,3,Fen Bilimleri,1,742,1,Kadın,63,4,3,Araştırma Direktörü,1,Evli,11713,20335,9,Hayır,14,3,1,80,1,10,2,3,8,7,0,5
38,Hayır,Seyrek Seyahat,168,Araştırma ve Geliştirme,1,3,Fen Bilimleri,1,743,3,Kadın,81,3,3,Üretim Direktörü,3,Bekar,7861,15397,4,Evet,14,3,4,80,0,10,4,4,1,0,0,0
